"",Z,M,highest,fe,Gene,Specificity,Precision,ExpressionFraction
ND6,15.1288230132886,1.28871204946013,TRUE,0.35797342192691,ND6,0.816443489281975,0.205580729787742,0.35797342192691
GSTM3,14.5167572306159,0.282974275337223,FALSE,0.837209302325582,GSTM3,0.30165362207968,0.145213570553915,0.837209302325582
CD9,14.4227253695907,0.269078553419396,FALSE,0.816029900332226,CD9,0.268188218727998,0.136099182712287,0.816029900332226
AKR1B1,14.3092217624252,0.297543800957649,FALSE,0.883305647840532,AKR1B1,0.291671602890653,0.151011714589989,0.883305647840532
KRT19,13.9621771448953,0.311258542486439,FALSE,0.57890365448505,KRT19,0.604825432869713,0.166846199880311,0.57890365448505
DUSP4,13.6018699211654,0.414292931241606,FALSE,0.634966777408638,DUSP4,0.490217391304348,0.146455938697318,0.634966777408638
SLPI,12.4909959691001,0.376216627661625,FALSE,0.617109634551495,SLPI,0.498202362609142,0.144566592080942,0.617109634551495
PATE4,12.2362334284546,0.356750493682791,FALSE,0.647425249169435,PATE4,0.502005730659026,0.152112401209874,0.647425249169435
CD81,12.0351529970868,0.172478985847565,FALSE,0.899916943521595,CD81,0.141491509321933,0.130338024780464,0.899916943521595
RPL41,11.91165296253,0.0670353571289561,FALSE,0.997923588039867,RPL41,0.00415512465373961,0.126874340021119,0.997923588039867
FDX1,11.5279087357245,0.249772790342222,FALSE,0.834302325581395,FDX1,0.311823529411765,0.146556755179457,0.834302325581395
S100A6,11.1311777808747,0.19570002194534,FALSE,0.65531561461794,S100A6,0.521599449257071,0.159120701825149,0.65531561461794
ZFP36,10.9951246509719,0.238223937480305,FALSE,0.712209302325582,ZFP36,0.396380247484677,0.141105808787231,0.712209302325582
CLDN4,10.6707632604482,0.294111381959743,FALSE,0.507059800664452,CLDN4,0.636271643804812,0.158756988688077,0.507059800664452
JUN,10.2975067474168,0.149342636641653,FALSE,0.754983388704319,JUN,0.427025769297888,0.155810764484059,0.754983388704319
WFDC2,10.2471400687307,0.194376500577381,FALSE,0.770764119601329,WFDC2,0.339765638663791,0.140808739852818,0.770764119601329
